NAME,B08303_001E,B08303_013E,state,county
"Geauga County, Ohio",42499,790,39,055
"Hamilton County, Ohio",373171,5428,39,061
"Harrison County, Ohio",5623,235,39,067
"Highland County, Ohio",17223,556,39,071
"Huron County, Ohio",26072,267,39,077
"Nevada County, Arkansas",2986,141,05,099
"Newton County, Arkansas",2379,110,05,101
"Ouachita County, Arkansas",8521,245,05,103
"Perry County, Arkansas",3342,117,05,105
"Phillips County, Arkansas",6040,14,05,107
"Pike County, Arkansas",4439,154,05,109
"Poinsett County, Arkansas",8940,348,05,111
"Polk County, Arkansas",6923,269,05,113
"Pope County, Arkansas",25711,531,05,115
"Prairie County, Arkansas",3286,79,05,117
"Pulaski County, Arkansas",174417,2184,05,119
"Randolph County, Arkansas",6463,160,05,121
"St. Francis County, Arkansas",8501,29,05,123
"Saline County, Arkansas",55014,605,05,125
"Scott County, Arkansas",4141,153,05,127
"Searcy County, Arkansas",2850,158,05,129
"Sebastian County, Arkansas",55145,862,05,131
"Sevier County, Arkansas",6705,196,05,133
"Sharp County, Arkansas",5894,85,05,135
"Stone County, Arkansas",3858,143,05,137
"Union County, Arkansas",15291,90,05,139
"Washington County, Arkansas",105432,915,05,143
"White County, Arkansas",31127,604,05,145
"Yell County, Arkansas",8797,157,05,149
"Hartford County, Connecticut",408700,6666,09,003
"Litchfield County, Connecticut",87721,3116,09,005
"New Haven County, Connecticut",393645,11547,09,009
"New London County, Connecticut",126124,2787,09,011
"Windham County, Connecticut",52247,1261,09,015
"District of Columbia, District of Columbia",332618,7335,11,001
"Aleutians West Census Area, Alaska",3611,0,02,016
"Anchorage Municipality, Alaska",142660,1853,02,020
"Bristol Bay Borough, Alaska",411,11,02,060
"Chugach Census Area, Alaska",3463,50,02,063
"Denali Borough, Alaska",1654,30,02,068
"Dillingham Census Area, Alaska",1728,3,02,070
"Haines Borough, Alaska",746,2,02,100
"Hoonah-Angoon Census Area, Alaska",955,29,02,105
"Kenai Peninsula Borough, Alaska",21946,705,02,122
"Ketchikan Gateway Borough, Alaska",6798,59,02,130
"Kusilvak Census Area, Alaska",2128,9,02,158
"Matanuska-Susitna Borough, Alaska",39741,2429,02,170
"Nome Census Area, Alaska",3395,0,02,180
"Northwest Arctic Borough, Alaska",2422,2,02,188
"Petersburg Borough, Alaska",1481,6,02,195
"Sitka City and Borough, Alaska",4464,46,02,220
"Skagway Municipality, Alaska",773,0,02,230
"Wrangell City and Borough, Alaska",905,1,02,275
"Yakutat City and Borough, Alaska",284,0,02,282
"Yukon-Koyukuk Census Area, Alaska",1916,20,02,290
"Alamosa County, Colorado",6797,82,08,003
"Archuleta County, Colorado",5236,147,08,007
"Baca County, Colorado",1460,7,08,009
"Boulder County, Colorado",144487,1995,08,013
"Broomfield County, Colorado",33237,374,08,014
"Cheyenne County, Colorado",866,1,08,017
"Conejos County, Colorado",2725,39,08,021
"Costilla County, Colorado",1152,40,08,023
"Ralls County, Missouri",4408,100,29,173
"Randolph County, Missouri",10244,142,29,175
"Ray County, Missouri",10308,174,29,177
"Reynolds County, Missouri",2355,97,29,179
"Ripley County, Missouri",4659,288,29,181
"St. Charles County, Missouri",192628,2822,29,183
"St. Clair County, Missouri",3301,231,29,185
"Ste. Genevieve County, Missouri",8125,503,29,186
"St. Francois County, Missouri",25545,1582,29,187
"St. Louis County, Missouri",450538,6519,29,189
"Saline County, Missouri",9829,247,29,195
"Schuyler County, Missouri",1856,128,29,197
"Scotland County, Missouri",1716,46,29,199
"Scott County, Missouri",16526,359,29,201
"Shelby County, Missouri",2638,89,29,205
"Stoddard County, Missouri",11346,262,29,207
"Sullivan County, Missouri",2521,24,29,211
"Taney County, Missouri",23184,452,29,213
"Vernon County, Missouri",7609,134,29,217
"Warren County, Missouri",15906,310,29,219
"Wayne County, Missouri",3975,165,29,223
"Webster County, Missouri",14956,353,29,225
"Wright County, Missouri",6353,149,29,229
"Alachua County, Florida",116273,1705,12,001
"Baker County, Florida",10274,228,12,003
"Bradford County, Florida",9103,178,12,007
"Brevard County, Florida",237790,4599,12,009
"Calhoun County, Florida",4553,116,12,013
"Charlotte County, Florida",56771,1577,12,015
"Clay County, Florida",91265,2439,12,019
"Collier County, Florida",141194,3338,12,021
"DeSoto County, Florida",12230,269,12,027
"Dixie County, Florida",4907,151,12,029
"Escambia County, Florida",128347,2465,12,033
"Flagler County, Florida",40469,1097,12,035
"Gadsden County, Florida",16324,584,12,039
"Gilchrist County, Florida",6816,142,12,041
"Gulf County, Florida",5071,198,12,045
"Hamilton County, Florida",3634,36,12,047
"Hendry County, Florida",17375,854,12,051
"Hernando County, Florida",65396,2994,12,053
"Hillsborough County, Florida",639634,13649,12,057
"Holmes County, Florida",6730,219,12,059
"Jackson County, Florida",15784,407,12,063
"Jefferson County, Florida",5099,10,12,065
"Lake County, Florida",133127,3776,12,069
"Lee County, Florida",292892,6403,12,071
"Levy County, Florida",14154,460,12,075
"Madison County, Florida",5984,277,12,079
"Manatee County, Florida",148294,2478,12,081
"Martin County, Florida",59543,1689,12,085
"Miami-Dade County, Florida",1214389,38887,12,086
"Nassau County, Florida",35480,557,12,089
"Okaloosa County, Florida",95008,1966,12,091
"Orange County, Florida",635322,14231,12,095
"Osceola County, Florida",159327,5461,12,097
"Palm Beach County, Florida",614473,13558,12,099
"Pasco County, Florida",198778,6788,12,101
"Pinellas County, Florida",408770,6907,12,103
"Lincoln County, Washington",3759,139,53,043
"Okanogan County, Washington",15288,222,53,047
"Pacific County, Washington",6876,243,53,049
"Pierce County, Washington",401453,24306,53,053
"San Juan County, Washington",6528,136,53,055
"Skamania County, Washington",4750,120,53,059
"Snohomish County, Washington",374457,15051,53,061
"Stevens County, Washington",15727,500,53,065
"Thurston County, Washington",121873,4017,53,067
"Walla Walla County, Washington",23789,290,53,071
"Whatcom County, Washington",99732,2887,53,073
"Yakima County, Washington",99603,1159,53,077
"Barbour County, West Virginia",6289,233,54,001
"Boone County, West Virginia",6463,237,54,005
"Braxton County, West Virginia",4904,329,54,007
"Cabell County, West Virginia",35598,684,54,011
"Calhoun County, West Virginia",2233,244,54,013
"Clay County, West Virginia",2429,261,54,015
"Fayette County, West Virginia",14890,582,54,019
"Gilmer County, West Virginia",2628,89,54,021
"Greenbrier County, West Virginia",13747,325,54,025
"Hampshire County, West Virginia",9100,783,54,027
"Hardy County, West Virginia",6097,200,54,031
"Harrison County, West Virginia",28594,720,54,033
"Jefferson County, West Virginia",25367,2235,54,037
"Kanawha County, West Virginia",73615,1211,54,039
"Lincoln County, West Virginia",6198,339,54,043
"Logan County, West Virginia",9363,411,54,045
"Marion County, West Virginia",23774,496,54,049
"Marshall County, West Virginia",11956,459,54,051
"Mercer County, West Virginia",21095,469,54,055
"Mineral County, West Virginia",10885,604,54,057
"Monongalia County, West Virginia",48310,869,54,061
"Monroe County, West Virginia",4591,242,54,063
"Nicholas County, West Virginia",8776,974,54,067
"Ohio County, West Virginia",17574,167,54,069
"Pendleton County, West Virginia",2754,138,54,071
"Pleasants County, West Virginia",2845,58,54,073
"Pocahontas County, West Virginia",2801,58,54,075
"Preston County, West Virginia",12307,483,54,077
"Putnam County, West Virginia",23942,589,54,079
"Raleigh County, West Virginia",26431,750,54,081
"Randolph County, West Virginia",10216,501,54,083
"Ritchie County, West Virginia",3348,93,54,085
"Roane County, West Virginia",4068,263,54,087
"Summers County, West Virginia",3660,228,54,089
"Taylor County, West Virginia",6599,165,54,091
"Tucker County, West Virginia",2892,174,54,093
"Tyler County, West Virginia",2899,155,54,095
"Upshur County, West Virginia",8951,258,54,097
"Wayne County, West Virginia",13185,520,54,099
"Webster County, West Virginia",2446,161,54,101
"Wetzel County, West Virginia",5077,274,54,103
"Wirt County, West Virginia",1923,140,54,105
"Wood County, West Virginia",33730,441,54,107
"Wyoming County, West Virginia",6000,157,54,109
"Ashland County, Wisconsin",6800,127,55,003
"Custer County, Colorado",1525,89,08,027
"Delta County, Colorado",9791,543,08,029
"Dolores County, Colorado",686,0,08,033
"Douglas County, Colorado",154150,2779,08,035
"Eagle County, Colorado",28337,713,08,037
"Elbert County, Colorado",12130,824,08,039
"El Paso County, Colorado",320760,7720,08,041
"Fremont County, Colorado",13321,544,08,043
"Garfield County, Colorado",28633,1999,08,045
"Gilpin County, Colorado",3224,110,08,047
"Grand County, Colorado",7347,275,08,049
"Gunnison County, Colorado",9108,111,08,051
"Hinsdale County, Colorado",310,0,08,053
"Huerfano County, Colorado",1997,41,08,055
"Jackson County, Colorado",496,36,08,057
"Jefferson County, Colorado",274828,4485,08,059
"Kiowa County, Colorado",641,14,08,061
"Kit Carson County, Colorado",3087,28,08,063
"Lake County, Colorado",4117,163,08,065
"La Plata County, Colorado",24806,399,08,067
"Larimer County, Colorado",161424,3445,08,069
"Las Animas County, Colorado",5351,168,08,071
"Lincoln County, Colorado",1309,50,08,073
"Logan County, Colorado",10140,327,08,075
"Mesa County, Colorado",64070,1364,08,077
"Moffat County, Colorado",5925,82,08,081
"Montezuma County, Colorado",10572,270,08,083
"Morgan County, Colorado",12192,485,08,087
"Ouray County, Colorado",1863,74,08,091
"Park County, Colorado",7354,186,08,093
"Pitkin County, Colorado",10137,29,08,097
"Prowers County, Colorado",4945,112,08,099
"Rio Blanco County, Colorado",2524,88,08,103
"Rio Grande County, Colorado",4216,47,08,105
"Saguache County, Colorado",2458,48,08,109
"San Miguel County, Colorado",4314,27,08,113
"Sedgwick County, Colorado",922,47,08,115
"Teller County, Colorado",10452,584,08,119
"Washington County, Colorado",1981,104,08,121
"Yuma County, Colorado",4282,28,08,125
"New Castle County, Delaware",251814,6134,10,003
"Sussex County, Delaware",91399,2828,10,005
"Big Horn County, Montana",4376,47,30,003
"Blaine County, Montana",2275,16,30,005
"Carbon County, Montana",4668,184,30,009
"Carter County, Montana",486,12,30,011
"Chouteau County, Montana",2247,37,30,015
"Daniels County, Montana",738,0,30,019
"Dawson County, Montana",4293,153,30,021
"Fallon County, Montana",1392,43,30,025
"Fergus County, Montana",4579,82,30,027
"Gallatin County, Montana",56155,1421,30,031
"Garfield County, Montana",435,5,30,033
"Golden Valley County, Montana",300,14,30,037
"Hill County, Montana",6599,6,30,041
"Jefferson County, Montana",5059,105,30,043
"Lake County, Montana",11674,202,30,047
"Lewis and Clark County, Montana",32342,450,30,049
"Lincoln County, Montana",6602,191,30,053
"Putnam County, Florida",24521,1073,12,107
"St. Johns County, Florida",100513,2024,12,109
"St. Lucie County, Florida",128136,4112,12,111
"Santa Rosa County, Florida",72109,1617,12,113
"Sarasota County, Florida",154764,3152,12,115
"Seminole County, Florida",213922,4313,12,117
"Sumter County, Florida",22495,734,12,119
"Suwannee County, Florida",15964,427,12,121
"Taylor County, Florida",6014,331,12,123
"Union County, Florida",3663,75,12,125
"Volusia County, Florida",212190,5380,12,127
"Wakulla County, Florida",13566,205,12,129
"Walton County, Florida",28034,788,12,131
"Washington County, Florida",8548,141,12,133
"Adams County, Nebraska",15356,348,31,001
"Antelope County, Nebraska",2800,27,31,003
"Banner County, Nebraska",244,1,31,007
"Blaine County, Nebraska",239,2,31,009
"Box Butte County, Nebraska",4888,9,31,013
"Boyd County, Nebraska",809,35,31,015
"Buffalo County, Nebraska",25946,403,31,019
"Burt County, Nebraska",2633,67,31,021
"Cass County, Nebraska",12308,246,31,025
"Cedar County, Nebraska",3956,51,31,027
"Cherry County, Nebraska",2782,2,31,031
"Cheyenne County, Nebraska",4438,26,31,033
"Colfax County, Nebraska",5029,36,31,037
"Custer County, Nebraska",4856,65,31,041
"Dakota County, Nebraska",9707,144,31,043
"Dawson County, Nebraska",11580,236,31,047
"Deuel County, Nebraska",810,11,31,049
"Dodge County, Nebraska",17397,239,31,053
"Douglas County, Nebraska",270528,2376,31,055
"Fillmore County, Nebraska",2681,23,31,059
"Franklin County, Nebraska",1313,26,31,061
"Furnas County, Nebraska",2177,11,31,065
"Gage County, Nebraska",10126,179,31,067
"Garfield County, Nebraska",1009,29,31,071
"Gosper County, Nebraska",950,8,31,073
"Greeley County, Nebraska",931,24,31,077
"Hall County, Nebraska",29954,493,31,079
"Harlan County, Nebraska",1585,60,31,083
"Hayes County, Nebraska",387,1,31,085
"Holt County, Nebraska",4773,48,31,089
"Hooker County, Nebraska",264,0,31,091
"Jefferson County, Nebraska",3161,73,31,095
"Johnson County, Nebraska",1824,13,31,097
"Keith County, Nebraska",3679,22,31,101
"Keya Paha County, Nebraska",398,4,31,103
"Polk County, Florida",276723,7762,12,105
"Knox County, Nebraska",3773,43,31,107
"Lancaster County, Nebraska",160182,1940,31,109
"Logan County, Nebraska",380,22,31,113
"Loup County, Nebraska",265,22,31,115
"Madison County, Nebraska",16807,130,31,119
"Merrick County, Nebraska",3680,48,31,121
"Nance County, Nebraska",1606,51,31,125
"Nuckolls County, Nebraska",1962,50,31,129
"Otoe County, Nebraska",7555,84,31,131
"Barron County, Wisconsin",20095,482,55,005
"Brown County, Wisconsin",128568,1614,55,009
"Buffalo County, Wisconsin",6260,132,55,011
"Calumet County, Wisconsin",25794,411,55,015
"Chippewa County, Wisconsin",29178,704,55,017
"Columbia County, Wisconsin",27957,498,55,021
"Crawford County, Wisconsin",6811,238,55,023
"Dodge County, Wisconsin",42958,752,55,027
"Door County, Wisconsin",12660,157,55,029
"Dunn County, Wisconsin",21545,467,55,033
"Eau Claire County, Wisconsin",50961,770,55,035
"Fond du Lac County, Wisconsin",50180,694,55,039
"Forest County, Wisconsin",3458,85,55,041
"Green County, Wisconsin",18287,321,55,045
"Green Lake County, Wisconsin",8156,155,55,047
"Iron County, Wisconsin",2270,108,55,051
"Jackson County, Wisconsin",8482,223,55,053
"Juneau County, Wisconsin",11515,357,55,057
"Kenosha County, Wisconsin",80886,1560,55,059
"La Crosse County, Wisconsin",57510,681,55,063
"Lafayette County, Wisconsin",7470,205,55,065
"Lincoln County, Wisconsin",12496,305,55,069
"Manitowoc County, Wisconsin",37761,466,55,071
"Marinette County, Wisconsin",17314,457,55,075
"Marquette County, Wisconsin",6484,276,55,077
"Milwaukee County, Wisconsin",423333,6342,55,079
"Monroe County, Wisconsin",20532,231,55,081
"Oconto County, Wisconsin",17334,403,55,083
"Outagamie County, Wisconsin",93559,1254,55,087
"Ozaukee County, Wisconsin",42626,517,55,089
"Pierce County, Wisconsin",21578,392,55,093
"Polk County, Wisconsin",20166,763,55,095
"Price County, Wisconsin",5872,200,55,099
"Racine County, Wisconsin",88766,1673,55,101
"Rock County, Wisconsin",75276,1436,55,105
"Rusk County, Wisconsin",5675,262,55,107
"Sauk County, Wisconsin",32070,623,55,111
"Sawyer County, Wisconsin",6801,170,55,113
"Shawano County, Wisconsin",18036,405,55,115
"Sheboygan County, Wisconsin",55621,589,55,117
"Taylor County, Wisconsin",8795,300,55,119
"Trempealeau County, Wisconsin",13552,281,55,121
"Vernon County, Wisconsin",12528,214,55,123
"Vilas County, Wisconsin",8401,161,55,125
"Walworth County, Wisconsin",50519,1112,55,127
"Washburn County, Wisconsin",6209,206,55,129
"Washington County, Wisconsin",68438,893,55,131
"Waukesha County, Wisconsin",196327,2690,55,133
"Waupaca County, Wisconsin",24373,561,55,135
"Waushara County, Wisconsin",9910,284,55,137
"Winnebago County, Wisconsin",82312,1239,55,139
"Wood County, Wisconsin",33738,677,55,141
"Albany County, Wyoming",19942,208,56,001
"Big Horn County, Wyoming",4527,112,56,003
"Campbell County, Wyoming",22093,337,56,005
"Carbon County, Wyoming",6488,80,56,007
"Converse County, Wyoming",6096,601,56,009
"Crook County, Wyoming",3127,176,56,011
"Fremont County, Wyoming",15058,371,56,013
"McCone County, Montana",761,2,30,055
"Meagher County, Montana",754,11,30,059
"Mineral County, Montana",1566,56,30,061
"Musselshell County, Montana",1472,51,30,065
"Petroleum County, Montana",187,0,30,069
"Phillips County, Montana",1403,18,30,071
"Powder River County, Montana",818,29,30,075
"Powell County, Montana",2234,27,30,077
"Prairie County, Montana",436,6,30,079
"Ravalli County, Montana",16479,353,30,081
"Richland County, Montana",5294,93,30,083
"Roosevelt County, Montana",3659,22,30,085
"Rosebud County, Montana",3698,65,30,087
"Sanders County, Montana",3404,122,30,089
"Sheridan County, Montana",1464,39,30,091
"Silver Bow County, Montana",15403,98,30,093
"Stillwater County, Montana",4139,113,30,095
"Sweet Grass County, Montana",1548,100,30,097
"Teton County, Montana",2331,34,30,099
"Toole County, Montana",1887,32,30,101
"Treasure County, Montana",305,0,30,103
"Valley County, Montana",3065,25,30,105
"Wheatland County, Montana",699,3,30,107
"Wibaux County, Montana",428,16,30,109
"Yellowstone County, Montana",76316,1320,30,111
"Appling County, Georgia",7320,345,13,001
"Atkinson County, Georgia",3375,144,13,003
"Bacon County, Georgia",3979,69,13,005
"Baker County, Georgia",965,6,13,007
"Banks County, Georgia",7452,380,13,011
"Barrow County, Georgia",36968,1737,13,013
"Ben Hill County, Georgia",6536,20,13,017
"Bibb County, Georgia",59191,984,13,021
"Bleckley County, Georgia",4597,58,13,023
"Brooks County, Georgia",5944,165,13,027
"Bryan County, Georgia",17409,269,13,029
"Burke County, Georgia",8700,177,13,033
"Butts County, Georgia",8592,349,13,035
"Camden County, Georgia",23696,323,13,039
"Carroll County, Georgia",50196,1733,13,045
"Catoosa County, Georgia",30270,395,13,047
"Chatham County, Georgia",130067,2039,13,051
"Chattahoochee County, Georgia",5265,0,13,053
"Cherokee County, Georgia",112241,5018,13,057
"Clarke County, Georgia",54706,1250,13,059
"Clayton County, Georgia",122377,4460,13,063
"Cobb County, Georgia",344966,9039,13,067
"Coffee County, Georgia",17221,449,13,069
"Columbia County, Georgia",70106,1497,13,073
"Cook County, Georgia",7220,195,13,075
"Crawford County, Georgia",4553,100,13,079
"Crisp County, Georgia",8364,102,13,081
"Dawson County, Georgia",11535,412,13,085
"DeKalb County, Georgia",336398,11443,13,089
"Dodge County, Georgia",7743,256,13,091
"Dougherty County, Georgia",33354,549,13,095
"Douglas County, Georgia",63460,2608,13,097
"Echols County, Georgia",1697,16,13,101
"Elbert County, Georgia",7370,181,13,105
"Pawnee County, Nebraska",1060,61,31,133
"Perkins County, Nebraska",1280,12,31,135
"Phelps County, Nebraska",4349,46,31,137
"Pierce County, Nebraska",3292,92,31,139
"Platte County, Nebraska",16222,122,31,141
"Polk County, Nebraska",2321,50,31,143
"Red Willow County, Nebraska",4990,66,31,145
"Richardson County, Nebraska",3616,45,31,147
"Rock County, Nebraska",650,7,31,149
"Saline County, Nebraska",6587,156,31,151
"Sarpy County, Nebraska",92779,951,31,153
"Saunders County, Nebraska",10496,111,31,155
"Scotts Bluff County, Nebraska",15842,132,31,157
"Seward County, Nebraska",8542,78,31,159
"Sheridan County, Nebraska",2304,17,31,161
"Sherman County, Nebraska",1348,37,31,163
"Sioux County, Nebraska",501,15,31,165
"Stanton County, Nebraska",2896,49,31,167
"Thayer County, Nebraska",2357,7,31,169
"Thomas County, Nebraska",265,0,31,171
"Thurston County, Nebraska",2680,73,31,173
"Washington County, Nebraska",9836,119,31,177
"Webster County, Nebraska",1646,27,31,181
"Wheeler County, Nebraska",304,0,31,183
"Churchill County, Nevada",10349,273,32,001
"Clark County, Nevada",969672,18772,32,003
"Elko County, Nevada",24752,2171,32,007
"Esmeralda County, Nevada",357,11,32,009
"Humboldt County, Nevada",7432,339,32,013
"Lander County, Nevada",2352,10,32,015
"Lyon County, Nevada",22029,635,32,019
"Mineral County, Nevada",1479,29,32,021
"Pershing County, Nevada",2028,63,32,027
"Storey County, Nevada",1427,23,32,029
"White Pine County, Nevada",3469,71,32,033
"Carson City, Nevada",23960,265,32,510
"Carroll County, New Hampshire",21241,800,33,003
"Cheshire County, New Hampshire",34974,1095,33,005
"Grafton County, New Hampshire",42185,914,33,009
"Hillsborough County, New Hampshire",206136,7257,33,011
"Rockingham County, New Hampshire",154672,6958,33,015
"Strafford County, New Hampshire",63818,1407,33,017
"Acadia Parish, Louisiana",23167,973,22,001
"Allen Parish, Louisiana",8807,359,22,003
"Assumption Parish, Louisiana",9244,388,22,007
"Avoyelles Parish, Louisiana",14208,1261,22,009
"Bienville Parish, Louisiana",4313,115,22,013
"Bossier Parish, Louisiana",55843,800,22,015
"Calcasieu Parish, Louisiana",86687,2208,22,019
"Caldwell Parish, Louisiana",3189,119,22,021
"Catahoula Parish, Louisiana",3023,212,22,025
"Claiborne Parish, Louisiana",4744,252,22,027
"De Soto Parish, Louisiana",10566,191,22,031
"East Baton Rouge Parish, Louisiana",203785,4121,22,033
"East Feliciana Parish, Louisiana",6297,154,22,037
"Evangeline Parish, Louisiana",11323,722,22,039
"Grant Parish, Louisiana",7558,633,22,043
"Iberia Parish, Louisiana",27422,962,22,045
"Jackson Parish, Louisiana",5241,231,22,049
"Goshen County, Wyoming",5495,90,56,015
"Johnson County, Wyoming",3470,80,56,019
"Laramie County, Wyoming",46674,883,56,021
"Lincoln County, Wyoming",8881,342,56,023
"Niobrara County, Wyoming",840,43,56,027
"Park County, Wyoming",12712,161,56,029
"Sheridan County, Wyoming",13569,212,56,033
"Sublette County, Wyoming",4404,41,56,035
"Teton County, Wyoming",13146,240,56,039
"Uinta County, Wyoming",9401,391,56,041
"Weston County, Wyoming",2646,79,56,045
"Adjuntas Municipio, Puerto Rico",3643,140,72,001
"Aguadilla Municipio, Puerto Rico",12595,380,72,005
"Aguas Buenas Municipio, Puerto Rico",8038,18,72,007
"Añasco Municipio, Puerto Rico",7951,61,72,011
"Arecibo Municipio, Puerto Rico",21572,745,72,013
"Barceloneta Municipio, Puerto Rico",6144,127,72,017
"Barranquitas Municipio, Puerto Rico",7322,687,72,019
"Cabo Rojo Municipio, Puerto Rico",12673,409,72,023
"Caguas Municipio, Puerto Rico",42040,2227,72,025
"Camuy Municipio, Puerto Rico",8950,619,72,027
"Carolina Municipio, Puerto Rico",53286,1134,72,031
"Cataño Municipio, Puerto Rico",7123,275,72,033
"Ceiba Municipio, Puerto Rico",3283,112,72,037
"Ciales Municipio, Puerto Rico",3594,280,72,039
"Coamo Municipio, Puerto Rico",10295,209,72,043
"Comerío Municipio, Puerto Rico",5278,103,72,045
"Culebra Municipio, Puerto Rico",580,10,72,049
"Dorado Municipio, Puerto Rico",10897,636,72,051
"Florida Municipio, Puerto Rico",3463,26,72,054
"Guánica Municipio, Puerto Rico",2929,86,72,055
"Guayama Municipio, Puerto Rico",9057,328,72,057
"Guaynabo Municipio, Puerto Rico",32541,526,72,061
"Gurabo Municipio, Puerto Rico",17004,1027,72,063
"Hormigueros Municipio, Puerto Rico",4787,27,72,067
"Humacao Municipio, Puerto Rico",14618,626,72,069
"Jayuya Municipio, Puerto Rico",3191,162,72,073
"Juana Díaz Municipio, Puerto Rico",12859,427,72,075
"Lajas Municipio, Puerto Rico",5147,120,72,079
"Lares Municipio, Puerto Rico",6459,512,72,081
"Las Marías Municipio, Puerto Rico",2153,21,72,083
"Las Piedras Municipio, Puerto Rico",10428,503,72,085
"Loíza Municipio, Puerto Rico",7037,255,72,087
"Luquillo Municipio, Puerto Rico",5129,380,72,089
"Manatí Municipio, Puerto Rico",10498,207,72,091
"Maricao Municipio, Puerto Rico",1379,9,72,093
"Maunabo Municipio, Puerto Rico",2147,122,72,095
"Mayagüez Municipio, Puerto Rico",17321,351,72,097
"Moca Municipio, Puerto Rico",9213,372,72,099
"Morovis Municipio, Puerto Rico",8940,356,72,101
"Naguabo Municipio, Puerto Rico",6484,263,72,103
"Naranjito Municipio, Puerto Rico",6807,210,72,105
"Orocovis Municipio, Puerto Rico",4518,330,72,107
"Patillas Municipio, Puerto Rico",3804,359,72,109
"Peñuelas Municipio, Puerto Rico",5084,337,72,111
"Ponce Municipio, Puerto Rico",35057,981,72,113
"Quebradillas Municipio, Puerto Rico",6432,160,72,115
"Emanuel County, Georgia",7615,322,13,107
"Fannin County, Georgia",8851,452,13,111
"Fayette County, Georgia",46521,1908,13,113
"Forsyth County, Georgia",97779,4380,13,117
"Fulton County, Georgia",466772,14778,13,121
"Gilmer County, Georgia",11790,711,13,123
"Glynn County, Georgia",36112,533,13,127
"Gordon County, Georgia",24576,810,13,129
"Greene County, Georgia",6051,233,13,133
"Gwinnett County, Georgia",408343,16261,13,135
"Hall County, Georgia",89417,2983,13,139
"Haralson County, Georgia",12899,757,13,143
"Harris County, Georgia",15057,486,13,145
"Hart County, Georgia",9823,98,13,147
"Heard County, Georgia",4610,336,13,149
"Henry County, Georgia",100887,4095,13,151
"Houston County, Georgia",71915,1500,13,153
"Irwin County, Georgia",3639,81,13,155
"Jackson County, Georgia",30674,990,13,157
"Jasper County, Georgia",5539,449,13,159
"Jeff Davis County, Georgia",5487,58,13,161
"Jefferson County, Georgia",5862,175,13,163
"Jenkins County, Georgia",2765,196,13,165
"Johnson County, Georgia",3339,98,13,167
"Jones County, Georgia",11944,159,13,169
"Lamar County, Georgia",6957,382,13,171
"Lanier County, Georgia",3738,64,13,173
"Laurens County, Georgia",17184,641,13,175
"Lee County, Georgia",12886,150,13,177
"Liberty County, Georgia",27231,242,13,179
"Lincoln County, Georgia",3058,220,13,181
"Long County, Georgia",7095,133,13,183
"Lumpkin County, Georgia",14767,380,13,187
"McIntosh County, Georgia",5872,92,13,191
"Macon County, Georgia",4202,51,13,193
"Marion County, Georgia",3085,154,13,197
"Meriwether County, Georgia",8015,430,13,199
"Mitchell County, Georgia",7815,107,13,205
"Montgomery County, Georgia",3263,181,13,209
"Morgan County, Georgia",8370,136,13,211
"Muscogee County, Georgia",78076,1675,13,215
"Newton County, Georgia",46071,2688,13,217
"Oglethorpe County, Georgia",6725,118,13,221
"Paulding County, Georgia",72701,4776,13,223
"Pickens County, Georgia",13099,732,13,227
"Pike County, Georgia",7652,508,13,231
"Polk County, Georgia",17763,777,13,233
"Putnam County, Georgia",8125,335,13,237
"Quitman County, Georgia",687,11,13,239
"Randolph County, Georgia",2310,89,13,243
"Rockdale County, Georgia",37499,2009,13,247
"Schley County, Georgia",2101,40,13,249
"Seminole County, Georgia",2715,65,13,253
"Spalding County, Georgia",25742,694,13,255
"Stewart County, Georgia",1668,30,13,259
"Sumter County, Georgia",11765,250,13,261
"Taliaferro County, Georgia",596,34,13,265
"Taylor County, Georgia",2845,61,13,269
"Telfair County, Georgia",4748,271,13,271
"Thomas County, Georgia",18865,334,13,275
"Jefferson Parish, Louisiana",197366,4950,22,051
"Lafayette Parish, Louisiana",110956,3823,22,055
"Lafourche Parish, Louisiana",39404,2067,22,057
"LaSalle Parish, Louisiana",5666,607,22,059
"Lincoln Parish, Louisiana",19307,282,22,061
"Livingston Parish, Louisiana",60586,2259,22,063
"Madison Parish, Louisiana",3094,11,22,065
"Morehouse Parish, Louisiana",8633,183,22,067
"Natchitoches Parish, Louisiana",12487,430,22,069
"Orleans Parish, Louisiana",162492,3314,22,071
"Ouachita Parish, Louisiana",62276,1012,22,073
"Plaquemines Parish, Louisiana",10272,618,22,075
"Pointe Coupee Parish, Louisiana",8780,253,22,077
"Rapides Parish, Louisiana",52839,2286,22,079
"Red River Parish, Louisiana",2980,195,22,081
"Richland Parish, Louisiana",7433,195,22,083
"Sabine Parish, Louisiana",7652,808,22,085
"St. Bernard Parish, Louisiana",18481,670,22,087
"St. Charles Parish, Louisiana",23129,501,22,089
"St. Helena Parish, Louisiana",3444,218,22,091
"St. James Parish, Louisiana",8736,94,22,093
"St. John the Baptist Parish, Louisiana",17353,142,22,095
"St. Landry Parish, Louisiana",29647,1161,22,097
"St. Martin Parish, Louisiana",20616,894,22,099
"St. Tammany Parish, Louisiana",107196,3759,22,103
"Tangipahoa Parish, Louisiana",52627,2546,22,105
"Terrebonne Parish, Louisiana",44722,1879,22,109
"Vermilion Parish, Louisiana",22653,1219,22,113
"Vernon Parish, Louisiana",20885,460,22,115
"Webster Parish, Louisiana",13359,669,22,119
