NAME,B08303_001E,B08303_013E,state,county
"Jefferson County, Indiana",13570,373,18,077
"Jennings County, Indiana",13294,285,18,079
"Johnson County, Indiana",73362,1255,18,081
"Knox County, Indiana",17011,393,18,083
"LaGrange County, Indiana",15637,315,18,087
"Lake County, Indiana",206228,6687,18,089
"Lawrence County, Indiana",19904,420,18,093
"Madison County, Indiana",54234,950,18,095
"Marshall County, Indiana",20370,216,18,099
"Martin County, Indiana",4406,73,18,101
"Monroe County, Indiana",65828,1203,18,105
"Montgomery County, Indiana",17472,257,18,107
"Newton County, Indiana",5697,198,18,111
"Noble County, Indiana",21864,330,18,113
"Orange County, Indiana",8564,277,18,117
"Owen County, Indiana",9146,397,18,119
"Perry County, Indiana",7755,90,18,123
"Pike County, Indiana",5432,57,18,125
"Posey County, Indiana",11711,128,18,129
"Pulaski County, Indiana",5420,151,18,131
"Randolph County, Indiana",10842,358,18,135
"Ripley County, Indiana",13893,496,18,137
"St. Joseph County, Indiana",119766,1776,18,141
"Shelby County, Indiana",20592,243,18,145
"Spencer County, Indiana",9407,131,18,147
"Steuben County, Indiana",16171,399,18,151
"Sullivan County, Indiana",8385,163,18,153
"Tippecanoe County, Indiana",87014,838,18,157
"Tipton County, Indiana",7297,99,18,159
"Vanderburgh County, Indiana",83979,1202,18,163
"Vermillion County, Indiana",6205,234,18,165
"Wabash County, Indiana",13548,262,18,169
"Titus County, Texas",13961,382,48,449
"Tom Green County, Texas",54502,1942,48,451
"Travis County, Texas",595962,9328,48,453
"Trinity County, Texas",4929,488,48,455
"Tyler County, Texas",5856,538,48,457
"Upshur County, Texas",15780,498,48,459
"Upton County, Texas",1476,105,48,461
"Uvalde County, Texas",10869,279,48,463
"Van Zandt County, Texas",20597,1638,48,467
"Victoria County, Texas",39431,773,48,469
"Waller County, Texas",22124,324,48,473
"Ward County, Texas",5014,195,48,475
"Webb County, Texas",106332,2285,48,479
"Wharton County, Texas",17460,565,48,481
"Wichita County, Texas",58799,839,48,485
"Wilbarger County, Texas",5948,93,48,487
"Williamson County, Texas",253210,4239,48,491
"Wilson County, Texas",20697,767,48,493
"Wise County, Texas",29404,1592,48,497
"Wood County, Texas",15339,767,48,499
"Young County, Texas",7542,149,48,503
"Zapata County, Texas",4730,294,48,505
"Covington County, Alabama",14520,635,01,039
"Dale County, Alabama",18713,502,01,045
"Elmore County, Alabama",33590,472,01,051
"Fayette County, Alabama",6146,171,01,057
"Geneva County, Alabama",10166,514,01,061
"Henry County, Alabama",6514,87,01,067
"Jefferson County, Alabama",281566,4421,01,073
"Lawrence County, Alabama",12595,236,01,079
"Limestone County, Alabama",40398,714,01,083
"Madison County, Alabama",168117,1962,01,089
"Marshall County, Alabama",38025,928,01,095
"Montgomery County, Alabama",93802,1593,01,101
"Perry County, Alabama",2282,194,01,105
"Randolph County, Alabama",8424,476,01,111
"Shelby County, Alabama",98173,1979,01,117
"Talladega County, Alabama",30441,762,01,121
"Walker County, Alabama",23783,720,01,127
"Winston County, Alabama",8815,590,01,133
"Amador County, California",12657,758,06,005
"Calaveras County, California",15068,1314,06,009
"Del Norte County, California",8318,244,06,015
"Glenn County, California",10761,344,06,021
"Inyo County, California",7475,107,06,027
"Lake County, California",19593,1382,06,033
"Los Angeles County, California",4396232,174795,06,037
"Santa Barbara County, California",191876,3041,06,083
"Shasta County, California",67755,2199,06,089
"Caroline County, Virginia",15078,1194,51,033
"Chesterfield County, Virginia",161426,3266,51,041
"Culpeper County, Virginia",23362,2496,51,047
"Dinwiddie County, Virginia",12613,380,51,053
"Fauquier County, Virginia",31914,2894,51,061
"Franklin County, Virginia",21979,555,51,067
"Gloucester County, Virginia",17322,556,51,073
"Greene County, Virginia",8927,326,51,079
"Hanover County, Virginia",50564,1617,51,085
"Highland County, Virginia",669,51,51,091
"Pittsylvania County, Virginia",25565,707,51,143
"Prince William County, Virginia",222592,14337,51,153
"Richmond County, Virginia",2919,156,51,159
"Rockingham County, Virginia",37225,562,51,165
"Shenandoah County, Virginia",19241,1016,51,171
"Spotsylvania County, Virginia",60650,6072,51,177
"Sussex County, Virginia",4203,203,51,183
"Washington County, Virginia",22277,725,51,191
"Wythe County, Virginia",12842,251,51,197
"Bristol city, Virginia",7146,138,51,520
"Chesapeake city, Virginia",111194,1601,51,550
"Emporia city, Virginia",2113,13,51,595
"Franklin city, Virginia",3244,94,51,620
"Hampton city, Virginia",62492,1355,51,650
"Lexington city, Virginia",2348,11,51,678
"Manassas Park city, Virginia",9450,875,51,685
"Norfolk city, Virginia",125164,2097,51,710
"Poquoson city, Virginia",5810,165,51,735
"Richmond city, Virginia",108754,1619,51,760
"Jefferson County, Washington",9931,566,53,031
"Klickitat County, Washington",7559,199,53,039
"Mason County, Washington",23501,1390,53,045
"Pend Oreille County, Washington",4450,164,53,051
"Skagit County, Washington",52217,2076,53,057
"Spokane County, Washington",217171,3454,53,063
"Wahkiakum County, Washington",1235,156,53,069
"Whitman County, Washington",20991,207,53,075
"Berkeley County, West Virginia",54825,3993,54,003
"Brooke County, West Virginia",9314,186,54,009
"Doddridge County, West Virginia",2799,18,54,017
"Grant County, West Virginia",4666,104,54,023
"Hancock County, West Virginia",12164,223,54,029
"Jackson County, West Virginia",10087,143,54,035
"Lewis County, West Virginia",5908,246,54,041
"McDowell County, West Virginia",3402,184,54,047
"Mason County, West Virginia",9594,310,54,053
"Mingo County, West Virginia",6069,509,54,059
"Morgan County, West Virginia",7664,518,54,065
"Adams County, Wisconsin",7180,212,55,001
"Bayfield County, Wisconsin",6282,161,55,007
"Burnett County, Wisconsin",5945,455,55,013
"Clark County, Wisconsin",13826,328,55,019
"Dane County, Wisconsin",280204,2743,55,025
"Douglas County, Wisconsin",20413,463,55,031
"Florence County, Wisconsin",1706,73,55,037
"Grant County, Wisconsin",23460,484,55,043
"Iowa County, Wisconsin",11357,175,55,049
"Jefferson County, Wisconsin",43248,1019,55,055
"Pottawattamie County, Iowa",43586,570,19,155
"Ringgold County, Iowa",1997,123,19,159
"Sac County, Iowa",4500,64,19,161
"Shelby County, Iowa",5295,56,19,165
"Sioux County, Iowa",16269,173,19,167
"Tama County, Iowa",7649,140,19,171
"Union County, Iowa",5435,129,19,175
"Van Buren County, Iowa",2696,78,19,177
"Warren County, Iowa",24504,333,19,181
"Washington County, Iowa",10529,273,19,183
"Webster County, Iowa",16116,258,19,187
"Winneshiek County, Iowa",10119,227,19,191
"Woodbury County, Iowa",49114,698,19,193
"Wright County, Iowa",5208,88,19,197
"Allegany County, Maryland",25861,939,24,001
"Baltimore County, Maryland",384459,11740,24,005
"Caroline County, Maryland",15185,860,24,011
"Carroll County, Maryland",79996,3974,24,013
"Charles County, Maryland",76969,9927,24,017
"Dorchester County, Maryland",13509,595,24,019
"Garrett County, Maryland",12595,255,24,023
"Harford County, Maryland",121847,4576,24,025
"Kent County, Maryland",8343,502,24,029
"Prince George's County, Maryland",444438,19725,24,033
"Queen Anne's County, Maryland",22801,1579,24,035
"Somerset County, Maryland",8713,200,24,039
"Talbot County, Maryland",15452,1092,24,041
"Washington County, Maryland",62849,3927,24,043
"Wicomico County, Maryland",46510,894,24,045
"Worcester County, Maryland",22416,647,24,047
"Baltimore city, Maryland",257224,12538,24,510
"Alcona County, Michigan",3182,99,26,001
"Alger County, Michigan",2572,159,26,003
"Allegan County, Michigan",51171,941,26,005
"Alpena County, Michigan",11281,125,26,007
"Antrim County, Michigan",9352,194,26,009
"Arenac County, Michigan",5602,249,26,011
"Baraga County, Michigan",2859,113,26,013
"Barry County, Michigan",26697,624,26,015
"Bay County, Michigan",43586,1021,26,017
"Benzie County, Michigan",7360,163,26,019
"Berrien County, Michigan",66153,1278,26,021
"Branch County, Michigan",17337,333,26,023
"Calhoun County, Michigan",55975,898,26,025
"Cass County, Michigan",22342,427,26,027
"Charlevoix County, Michigan",11589,219,26,029
"Chippewa County, Michigan",14911,280,26,033
"Clare County, Michigan",9906,471,26,035
"Crawford County, Michigan",5132,176,26,039
"Delta County, Michigan",13985,459,26,041
"Eaton County, Michigan",49097,1019,26,045
"Genesee County, Michigan",160346,4403,26,049
"Gladwin County, Michigan",8344,332,26,051
"Grand Traverse County, Michigan",43131,722,26,055
"Gratiot County, Michigan",15455,365,26,057
"Houghton County, Michigan",13609,295,26,061
"Huron County, Michigan",12552,314,26,063
"Ionia County, Michigan",27699,684,26,067
"Iron County, Michigan",3925,175,26,071
"Warren County, Indiana",3777,41,18,171
"Washington County, Indiana",11667,443,18,175
"Wayne County, Indiana",28706,570,18,177
"White County, Indiana",10363,184,18,181
"Whitley County, Indiana",15701,328,18,183
"Berkshire County, Massachusetts",56964,1061,25,003
"Bristol County, Massachusetts",263586,10016,25,005
"Essex County, Massachusetts",369966,16166,25,009
"Franklin County, Massachusetts",32244,793,25,011
"Hampshire County, Massachusetts",73536,1393,25,015
"Middlesex County, Massachusetts",784750,20919,25,017
"Norfolk County, Massachusetts",330957,14170,25,021
"Plymouth County, Massachusetts",245452,14595,25,023
"Suffolk County, Massachusetts",403417,9080,25,025
"Worcester County, Massachusetts",383358,15555,25,027
"Adams County, Ohio",9762,895,39,001
"Allen County, Ohio",45123,681,39,003
"Ashland County, Ohio",24206,679,39,005
"Ashtabula County, Ohio",38316,1150,39,007
"Athens County, Ohio",26621,818,39,009
"Auglaize County, Ohio",22059,402,39,011
"Belmont County, Ohio",27791,772,39,013
"Brown County, Ohio",18044,722,39,015
"Butler County, Ohio",169944,2537,39,017
"Carroll County, Ohio",11043,368,39,019
"Champaign County, Ohio",16624,279,39,021
"Clark County, Ohio",55963,746,39,023
"Clermont County, Ohio",94883,1471,39,025
"Clinton County, Ohio",18262,290,39,027
"Columbiana County, Ohio",43135,1160,39,029
"Coshocton County, Ohio",14845,525,39,031
"Crawford County, Ohio",17931,427,39,033
"Cuyahoga County, Ohio",541912,8317,39,035
"Defiance County, Ohio",18133,227,39,039
"Delaware County, Ohio",91078,1190,39,041
"Fairfield County, Ohio",69562,1184,39,045
"Fayette County, Ohio",11658,289,39,047
"Fulton County, Ohio",19518,232,39,051
"Gallia County, Ohio",11412,652,39,053
"Greene County, Ohio",74491,1089,39,057
"Guernsey County, Ohio",16157,560,39,059
"Hancock County, Ohio",35027,251,39,063
"Hardin County, Ohio",13087,401,39,065
"Henry County, Ohio",12449,233,39,069
"Hocking County, Ohio",11922,398,39,073
"Holmes County, Ohio",18211,642,39,075
"Jackson County, Ohio",13108,704,39,079
"Jefferson County, Ohio",25908,676,39,081
"Lake County, Ohio",107977,1500,39,085
"Lawrence County, Ohio",23370,330,39,087
"Logan County, Ohio",19842,266,39,091
"Lorain County, Ohio",134406,2264,39,093
"Madison County, Ohio",17927,202,39,097
"Marion County, Ohio",25073,513,39,101
"Medina County, Ohio",86395,1341,39,103
"Mercer County, Ohio",20593,342,39,107
"Miami County, Ohio",48317,756,39,109
"Montgomery County, Ohio",231403,3422,39,113
"Morgan County, Ohio",5551,481,39,115
"Muskingum County, Ohio",36859,639,39,119
"Siskiyou County, California",14470,264,06,093
"Stanislaus County, California",211151,18444,06,099
"Trinity County, California",3382,145,06,105
"Ventura County, California",370803,12057,06,111
"Arkansas County, Arkansas",7684,135,05,001
"Benton County, Arkansas",123263,1022,05,007
"Bradley County, Arkansas",4042,121,05,011
"Chicot County, Arkansas",3211,40,05,017
"Cleburne County, Arkansas",9472,604,05,023
"Conway County, Arkansas",8400,224,05,029
"Crawford County, Arkansas",25087,259,05,033
"Dallas County, Arkansas",2758,91,05,039
"Faulkner County, Arkansas",56560,875,05,045
"Garland County, Arkansas",38116,912,05,051
"Greene County, Arkansas",18292,451,05,055
"Howard County, Arkansas",5345,60,05,061
"Jackson County, Arkansas",5372,126,05,067
"Lafayette County, Arkansas",2396,59,05,073
"Lee County, Arkansas",2459,104,05,077
"Logan County, Arkansas",8502,246,05,083
"Marion County, Arkansas",5097,81,05,089
"Mississippi County, Arkansas",17097,114,05,093
"Van Buren County, Arkansas",5531,385,05,141
"Woodruff County, Arkansas",2685,67,05,147
"Fairfield County, Connecticut",425024,29498,09,001
"Middlesex County, Connecticut",78668,1806,09,007
"Tolland County, Connecticut",69678,1030,09,013
"Aleutians East Borough, Alaska",2033,0,02,013
"Bethel Census Area, Alaska",5874,0,02,050
"Copper River Census Area, Alaska",1006,96,02,066
"Fairbanks North Star Borough, Alaska",47758,699,02,090
"Juneau City and Borough, Alaska",15198,150,02,110
"Kodiak Island Borough, Alaska",6573,39,02,150
"Lake and Peninsula Borough, Alaska",474,4,02,164
"North Slope Borough, Alaska",4861,0,02,185
"Prince of Wales-Hyder Census Area, Alaska",2560,70,02,198
"Southeast Fairbanks Census Area, Alaska",2385,33,02,240
"Adams County, Colorado",242940,5141,08,001
"Arapahoe County, Colorado",310163,6493,08,005
"Bent County, Colorado",1531,11,08,011
"Chaffee County, Colorado",7955,371,08,015
"Clear Creek County, Colorado",4510,47,08,019
"Crowley County, Colorado",1582,34,08,025
"Denver County, Colorado",351350,5105,08,031
"Mineral County, Colorado",429,0,08,079
"Montrose County, Colorado",16664,457,08,085
"Otero County, Colorado",6715,265,08,089
"Phillips County, Colorado",1759,24,08,095
"Pueblo County, Colorado",66162,1693,08,101
"Routt County, Colorado",12376,195,08,107
"San Juan County, Colorado",292,16,08,111
"Summit County, Colorado",16432,244,08,117
"Weld County, Colorado",142153,3314,08,123
"Kent County, Delaware",76387,2348,10,001
"Beaverhead County, Montana",4179,129,30,001
"Broadwater County, Montana",2440,113,30,007
"Cascade County, Montana",36678,370,30,013
"Custer County, Montana",5692,104,30,017
"Kewaunee County, Wisconsin",9779,156,55,061
"Langlade County, Wisconsin",8193,180,55,067
"Marathon County, Wisconsin",65117,970,55,073
"Menominee County, Wisconsin",1308,70,55,078
"Oneida County, Wisconsin",15367,456,55,085
"Pepin County, Wisconsin",3142,124,55,091
"Portage County, Wisconsin",34299,520,55,097
"Richland County, Wisconsin",7493,240,55,103
"St. Croix County, Wisconsin",45304,536,55,109
"Hot Springs County, Wyoming",1935,74,56,017
"Natrona County, Wyoming",38548,757,56,025
"Platte County, Wyoming",3698,86,56,031
"Sweetwater County, Wyoming",20808,509,56,037
"Washakie County, Wyoming",3691,60,56,043
"Aguada Municipio, Puerto Rico",10265,247,72,003
"Aibonito Municipio, Puerto Rico",6459,194,72,009
"Arroyo Municipio, Puerto Rico",3665,38,72,015
"Bayamón Municipio, Puerto Rico",59423,2373,72,021
"Canóvanas Municipio, Puerto Rico",13468,715,72,029
"Cayey Municipio, Puerto Rico",13273,388,72,035
"Cidra Municipio, Puerto Rico",11514,331,72,041
"Corozal Municipio, Puerto Rico",8083,561,72,047
"Fajardo Municipio, Puerto Rico",8692,448,72,053
"Guayanilla Municipio, Puerto Rico",4432,148,72,059
"Hatillo Municipio, Puerto Rico",12166,839,72,065
"Isabela Municipio, Puerto Rico",11006,531,72,071
"Juncos Municipio, Puerto Rico",12079,575,72,077
"Salinas Municipio, Puerto Rico",7475,106,72,123
"San Sebastián Municipio, Puerto Rico",8832,365,72,131
"Toa Baja Municipio, Puerto Rico",25607,629,72,137
"Vega Alta Municipio, Puerto Rico",10637,270,72,143
"Yabucoa Municipio, Puerto Rico",8173,258,72,151
"Andrews County, Texas",8431,485,48,003
"Archer County, Texas",3979,65,48,009
"Austin County, Texas",12993,533,48,015
"Bastrop County, Texas",35377,1185,48,021
"Bell County, Texas",152421,3013,48,027
"Borden County, Texas",204,0,48,033
"Bowie County, Texas",36614,463,48,037
"Brewster County, Texas",4236,7,48,043
"Brown County, Texas",15885,256,48,049
"Caldwell County, Texas",18127,823,48,055
"Cameron County, Texas",153639,1538,48,061
"Cass County, Texas",11028,161,48,067
"Cherokee County, Texas",19541,664,48,073
"Cochran County, Texas",1151,24,48,079
"Collin County, Texas",452577,8179,48,085
"Eastland County, Texas",6902,122,48,133
"Ellis County, Texas",81744,2932,48,139
"Falls County, Texas",5308,109,48,145
"Fisher County, Texas",1789,42,48,151
"Fort Bend County, Texas",336923,7743,48,157
"Frio County, Texas",6591,200,48,163
"Galveston County, Texas",146383,4022,48,167
"Glasscock County, Texas",590,0,48,173
"Gray County, Texas",8862,176,48,179
"Grimes County, Texas",10131,396,48,185
"Hall County, Texas",1157,19,48,191
"Hardeman County, Texas",1897,10,48,197
"Isabella County, Michigan",31297,655,26,073
"Kalamazoo County, Michigan",121415,1399,26,077
"Kalkaska County, Michigan",7003,256,26,079
"Keweenaw County, Michigan",724,13,26,083
"Lake County, Michigan",3624,189,26,085
"Leelanau County, Michigan",8562,220,26,089
"Livingston County, Michigan",89625,2316,26,093
"Luce County, Michigan",1991,56,26,095
"Macomb County, Michigan",396140,6040,26,099
"Manistee County, Michigan",9077,147,26,101
"Mason County, Michigan",11894,186,26,105
"Mecosta County, Michigan",16929,430,26,107
"Midland County, Michigan",35625,1065,26,111
"Monroe County, Michigan",65476,1010,26,115
"Montcalm County, Michigan",25592,794,26,117
"Muskegon County, Michigan",72712,948,26,121
"Newaygo County, Michigan",19416,610,26,123
"Oceana County, Michigan",10354,235,26,127
"Ogemaw County, Michigan",7026,370,26,129
"Osceola County, Michigan",8533,277,26,133
"Oscoda County, Michigan",2473,68,26,135
"Ottawa County, Michigan",138747,1826,26,139
"Roscommon County, Michigan",7117,343,26,143
"Saginaw County, Michigan",77279,1953,26,145
"St. Joseph County, Michigan",26228,600,26,149
"Sanilac County, Michigan",16607,938,26,151
"Shiawassee County, Michigan",29292,811,26,155
"Tuscola County, Michigan",21385,1309,26,157
"Washtenaw County, Michigan",167738,1981,26,161
"Wayne County, Michigan",689059,11412,26,163
"Wexford County, Michigan",13460,293,26,165
"Adams County, Mississippi",9829,415,28,001
"Alcorn County, Mississippi",14616,337,28,003
"Amite County, Mississippi",3667,578,28,005
"Attala County, Mississippi",7012,486,28,007
"Benton County, Mississippi",3283,110,28,009
"Bolivar County, Mississippi",10266,167,28,011
"Calhoun County, Mississippi",5500,92,28,013
"Carroll County, Mississippi",3283,67,28,015
"Chickasaw County, Mississippi",6330,146,28,017
"Choctaw County, Mississippi",2957,93,28,019
"Claiborne County, Mississippi",2534,75,28,021
"Clarke County, Mississippi",5719,249,28,023
"Clay County, Mississippi",6784,118,28,025
"Coahoma County, Mississippi",7227,85,28,027
"Copiah County, Mississippi",10343,350,28,029
"Covington County, Mississippi",7267,155,28,031
"DeSoto County, Mississippi",86906,1751,28,033
"Forrest County, Mississippi",32558,1058,28,035
"Franklin County, Mississippi",2539,234,28,037
"Greene County, Mississippi",2740,175,28,041
"Grenada County, Mississippi",8153,236,28,043
"Harrison County, Mississippi",89977,2092,28,047
"Hinds County, Mississippi",97794,1273,28,049
"Humphreys County, Mississippi",2586,102,28,053
"Issaquena County, Mississippi",246,6,28,055
"Jackson County, Mississippi",59120,1361,28,059
"Jasper County, Mississippi",6227,410,28,061
"Noble County, Ohio",4156,223,39,121
"Paulding County, Ohio",8071,17,39,125
"Perry County, Ohio",14487,560,39,127
"Pike County, Ohio",10049,708,39,131
"Preble County, Ohio",18479,313,39,135
"Putnam County, Ohio",16341,217,39,137
"Ross County, Ohio",29465,1007,39,141
"Sandusky County, Ohio",26668,362,39,143
"Seneca County, Ohio",25237,463,39,147
"Shelby County, Ohio",23146,288,39,149
"Summit County, Ohio",246024,3469,39,153
"Trumbull County, Ohio",80456,1766,39,155
"Union County, Ohio",25659,420,39,159
"Van Wert County, Ohio",13149,188,39,161
"Warren County, Ohio",101832,1586,39,165
"Washington County, Ohio",25500,867,39,167
"Wayne County, Ohio",51777,755,39,169
"Williams County, Ohio",16950,149,39,171
"Wood County, Ohio",63177,813,39,173
"Wyandot County, Ohio",10668,198,39,175
"Adair County, Oklahoma",7469,286,40,001
"Alfalfa County, Oklahoma",2134,79,40,003
"Atoka County, Oklahoma",4406,173,40,005
"Beaver County, Oklahoma",2235,34,40,007
"Beckham County, Oklahoma",8050,267,40,009
"Blaine County, Oklahoma",3322,120,40,011
"Bryan County, Oklahoma",18718,456,40,013
"Caddo County, Oklahoma",10601,389,40,015
"Canadian County, Oklahoma",66830,1058,40,017
"Carter County, Oklahoma",20260,354,40,019
"Cherokee County, Oklahoma",18693,529,40,021
"Choctaw County, Oklahoma",5196,111,40,023
"Cimarron County, Oklahoma",865,8,40,025
"Cleveland County, Oklahoma",134493,1908,40,027
"Coal County, Oklahoma",1973,69,40,029
"Comanche County, Oklahoma",48442,687,40,031
"Craig County, Oklahoma",5091,68,40,035
"Creek County, Oklahoma",27888,476,40,037
"Delaware County, Oklahoma",15056,592,40,041
"Dewey County, Oklahoma",1897,55,40,043
"Garfield County, Oklahoma",26715,505,40,047
"Garvin County, Oklahoma",10714,160,40,049
"Grant County, Oklahoma",1880,49,40,053
"Greer County, Oklahoma",1885,23,40,055
"Harper County, Oklahoma",1384,21,40,059
"Haskell County, Oklahoma",4672,168,40,061
"Jackson County, Oklahoma",11041,169,40,065
"Jefferson County, Oklahoma",2134,115,40,067
"Kay County, Oklahoma",17738,357,40,071
"Kingfisher County, Oklahoma",7109,123,40,073
"Latimer County, Oklahoma",3552,144,40,077
"Le Flore County, Oklahoma",18471,652,40,079
"Logan County, Oklahoma",19846,305,40,083
"Love County, Oklahoma",3650,49,40,085
"McCurtain County, Oklahoma",12603,276,40,089
"McIntosh County, Oklahoma",5727,330,40,091
"Marshall County, Oklahoma",6222,140,40,095
"Mayes County, Oklahoma",16455,235,40,097
"Muskogee County, Oklahoma",24769,329,40,101
"Noble County, Oklahoma",4784,58,40,103
"Deer Lodge County, Montana",3674,106,30,023
"Flathead County, Montana",43796,505,30,029
"Glacier County, Montana",4657,38,30,035
"Granite County, Montana",1132,34,30,039
"Judith Basin County, Montana",758,6,30,045
"Liberty County, Montana",873,9,30,051
"Madison County, Montana",3363,160,30,057
"Missoula County, Montana",60246,762,30,063
"Park County, Montana",7323,427,30,067
"Pondera County, Montana",2313,5,30,073
"Baldwin County, Georgia",17345,628,13,009
"Bartow County, Georgia",45251,1717,13,015
"Berrien County, Georgia",7444,183,13,019
"Brantley County, Georgia",6462,82,13,025
"Bulloch County, Georgia",32804,614,13,031
"Calhoun County, Georgia",1595,15,13,037
"Candler County, Georgia",4288,31,13,043
"Charlton County, Georgia",4176,125,13,049
"Chattooga County, Georgia",8605,201,13,055
"Clay County, Georgia",906,18,13,061
"Clinch County, Georgia",2118,31,13,065
"Colquitt County, Georgia",17978,319,13,071
"Coweta County, Georgia",66108,2426,13,077
"Dade County, Georgia",6623,150,13,083
"Decatur County, Georgia",10078,134,13,087
"Dooly County, Georgia",4811,131,13,093
"Early County, Georgia",3649,24,13,099
"Effingham County, Georgia",28007,419,13,103
"Evans County, Georgia",4036,144,13,109
"Floyd County, Georgia",39659,1213,13,115
"Franklin County, Georgia",9005,215,13,119
"Glascock County, Georgia",1333,73,13,125
"Grady County, Georgia",10063,161,13,131
"Habersham County, Georgia",18229,735,13,137
"Hancock County, Georgia",2112,119,13,141
"Lowndes County, Georgia",49634,896,13,185
"McDuffie County, Georgia",8325,175,13,189
"Madison County, Georgia",12797,501,13,195
"Miller County, Georgia",2170,14,13,201
"Monroe County, Georgia",11511,338,13,207
"Murray County, Georgia",17050,347,13,213
"Oconee County, Georgia",16821,455,13,219
"Peach County, Georgia",10529,268,13,225
"Pierce County, Georgia",7674,211,13,229
"Pulaski County, Georgia",3793,40,13,235
"Rabun County, Georgia",5874,371,13,241
"Richmond County, Georgia",83107,1131,13,245
"Screven County, Georgia",5277,274,13,251
"Stephens County, Georgia",10263,263,13,257
"Talbot County, Georgia",2515,96,13,263
"Tattnall County, Georgia",7349,215,13,267
"Terrell County, Georgia",3145,88,13,273
"Toombs County, Georgia",10020,380,13,279
"Troup County, Georgia",29461,876,13,285
"Twiggs County, Georgia",2760,112,13,289
"Walker County, Georgia",27867,965,13,295
"Warren County, Georgia",2098,44,13,301
"Wayne County, Georgia",10615,442,13,305
"White County, Georgia",12169,437,13,311
"Wilkes County, Georgia",3669,185,13,317
"Harrison County, Texas",27008,382,48,203
"Hays County, Texas",101790,4226,48,209
"Hidalgo County, Texas",302767,7335,48,215
"Hood County, Texas",23676,1064,48,221
"Howard County, Texas",13788,264,48,227
"Hutchinson County, Texas",8971,46,48,233
"Jackson County, Texas",6004,447,48,239
"Jefferson County, Texas",100154,1130,48,245
"Johnson County, Texas",76810,2268,48,251
"Loving County, Texas",60,3,48,301
"Lynn County, Texas",2482,46,48,305
"McMullen County, Texas",240,25,48,311
"Martin County, Texas",2430,14,48,317
"Maverick County, Texas",20868,662,48,323
"Midland County, Texas",80741,1387,48,329
"Mitchell County, Texas",2849,91,48,335
"Moore County, Texas",9528,215,48,341
"Nacogdoches County, Texas",26192,712,48,347
"Nolan County, Texas",5846,160,48,353
"Oldham County, Texas",852,22,48,359
"Panola County, Texas",9024,343,48,365
"Pecos County, Texas",5687,140,48,371
"Presidio County, Texas",2659,256,48,377
"Reagan County, Texas",1570,128,48,383
"Reeves County, Texas",5882,18,48,389
"Robertson County, Texas",6800,156,48,395
"Rusk County, Texas",20999,636,48,401
"San Jacinto County, Texas",10136,1030,48,407
"Schleicher County, Texas",1010,67,48,413
"Shelby County, Texas",9419,391,48,419
"Val Verde County, Texas",20699,660,48,465
"Walker County, Texas",24131,356,48,471
"Washington County, Texas",14716,352,48,477
"Wheeler County, Texas",2388,141,48,483
"Willacy County, Texas",7994,133,48,489
"Winkler County, Texas",3315,108,48,495
"Yoakum County, Texas",3422,163,48,501
"Zavala County, Texas",4611,39,48,507
"Jefferson Davis County, Mississippi",4377,220,28,065
"Jones County, Mississippi",27737,1006,28,067
"Lafayette County, Mississippi",23915,972,28,071
"Lauderdale County, Mississippi",30185,835,28,075
"Lawrence County, Mississippi",4357,391,28,077
"Lee County, Mississippi",37746,565,28,081
"Leflore County, Mississippi",9327,319,28,083
"Lowndes County, Mississippi",23572,473,28,087
"Madison County, Mississippi",49001,771,28,089
"Marshall County, Mississippi",13796,104,28,093
"Monroe County, Mississippi",12418,223,28,095
"Neshoba County, Mississippi",10784,515,28,099
"Noxubee County, Mississippi",3785,128,28,103
"Oktibbeha County, Mississippi",18660,396,28,105
"Pearl River County, Mississippi",21251,1182,28,109
"Perry County, Mississippi",4253,160,28,111
"Pontotoc County, Mississippi",13376,241,28,115
"Prentiss County, Mississippi",9963,347,28,117
"Rankin County, Mississippi",71437,1069,28,121
"Scott County, Mississippi",11052,230,28,123
"Simpson County, Mississippi",10452,556,28,127
"Stone County, Mississippi",7341,603,28,131
"Sunflower County, Mississippi",8013,172,28,133
"Tate County, Mississippi",11509,399,28,137
"Tippah County, Mississippi",8367,168,28,139
"Tunica County, Mississippi",3806,132,28,143
"Union County, Mississippi",12279,300,28,145
"Warren County, Mississippi",19123,399,28,149
"Washington County, Mississippi",16782,231,28,151
"Webster County, Mississippi",3833,140,28,155
"Wilkinson County, Mississippi",2316,46,28,157
"Yalobusha County, Mississippi",4772,175,28,161
"Yazoo County, Mississippi",7957,154,28,163
"Catron County, New Mexico",799,6,35,003
"Chaves County, New Mexico",25950,461,35,005
"Cibola County, New Mexico",8071,332,35,006
"Colfax County, New Mexico",4240,232,35,007
"Curry County, New Mexico",21773,238,35,009
"De Baca County, New Mexico",615,8,35,011
"Doña Ana County, New Mexico",83033,1414,35,013
"Eddy County, New Mexico",25247,592,35,015
"Grant County, New Mexico",8804,148,35,017
"Guadalupe County, New Mexico",1408,9,35,019
"Harding County, New Mexico",189,2,35,021
"Hidalgo County, New Mexico",1462,71,35,023
"Lea County, New Mexico",27893,2182,35,025
"Lincoln County, New Mexico",6737,88,35,027
"Los Alamos County, New Mexico",9528,81,35,028
"Luna County, New Mexico",7401,307,35,029
"McKinley County, New Mexico",20676,591,35,031
"Mora County, New Mexico",1254,240,35,033
"Otero County, New Mexico",24956,492,35,035
